日期,股票代码,名称,开盘价,收盘价,最低价,最高价,涨跌幅,成交量,成交金额,前收盘,
2020-06-04,'000001,上证指数,2931.8376,2919.2506,2910.7516,2932.9677,-0.141,226605873,2.5434598448e+11,2923.3711,
2020-06-03,'000001,上证指数,2930.3906,2923.3711,2922.6612,2942.7597,0.0675,255663980,3.00447817007e+11,2921.398,
2020-06-02,'000001,上证指数,2916.3168,2921.398,2909.1277,2926.3588,0.2047,256108049,2.94402745888e+11,2915.4311,
2020-06-01,'000001,上证指数,2871.9641,2915.4311,2871.9641,2917.1508,2.2115,260196050,3.07416215148e+11,2852.3512,
2020-05-29,'000001,上证指数,2835.584,2852.3512,2829.6271,2855.3756,0.2154,206792804,2.33798996643e+11,2846.2217,
2020-05-28,'000001,上证指数,2838.2072,2846.2217,2820.1455,2861.9241,0.332,207546019,2.39234260636e+11,2836.8036,
2020-05-27,'000001,上证指数,2847.3198,2836.8036,2831.9281,2848.9965,-0.3423,198149343,2.27934395739e+11,2846.5473,
2020-05-26,'000001,上证指数,2827.8967,2846.5473,2825.901,2848.3371,1.0141,174562369,2.07427833711e+11,2817.9697,
2020-05-25,'000001,上证指数,2816.241,2817.9697,2802.4653,2821.4978,0.1494,172885557,2.02115352627e+11,2813.7654,
2020-05-22,'000001,上证指数,2863.0462,2813.7654,2808.0177,2863.0462,-1.8884,209063712,2.45229603698e+11,2867.9237,
2020-05-21,'000001,上证指数,2890.7213,2867.9237,2864.2073,2891.5177,-0.5484,203532038,2.50569937553e+11,2883.7378,
2020-05-20,'000001,上证指数,2896.4657,2883.7378,2876.1766,2896.4657,-0.5119,210519985,2.69176553625e+11,2898.576,
2020-05-19,'000001,上证指数,2897.6867,2898.576,2887.5768,2900.2187,0.8054,197222405,2.56277803072e+11,2875.4176,
2020-05-18,'000001,上证指数,2872.5244,2875.4176,2862.2709,2889.9795,0.2426,226022882,2.89089595543e+11,2868.4587,
2020-05-15,'000001,上证指数,2880.7067,2868.4587,2863.3698,2884.2199,-0.0656,188983592,2.4687819108e+11,2870.3422,
2020-05-14,'000001,上证指数,2887.0577,2870.3422,2869.1832,2887.0577,-0.9561,197776202,2.37336974703e+11,2898.0495,
2020-05-13,'000001,上证指数,2882.9552,2898.0495,2875.5354,2900.2587,0.2246,185061310,2.23866906924e+11,2891.5564,
2020-05-12,'000001,上证指数,2894.6171,2891.5564,2871.23,2897.9018,-0.1121,197082985,2.38476218839e+11,2894.802,
2020-05-11,'000001,上证指数,2901.5739,2894.802,2884.3806,2914.2838,-0.0187,225120410,2.71930641512e+11,2895.3444,
2020-05-08,'000001,上证指数,2882.7078,2895.3444,2879.2034,2903.7967,0.8296,226822075,2.7656271695e+11,2871.5232,
2020-05-07,'000001,上证指数,2876.4727,2871.5232,2864.5813,2882.0222,-0.2299,226736957,2.68607485284e+11,2878.1402,
2020-05-06,'000001,上证指数,2831.6326,2878.1402,2830.6536,2879.2634,0.6314,249826616,3.03890031005e+11,2860.0822,
2020-04-30,'000001,上证指数,2832.3843,2860.0822,2832.3843,2865.59,1.3336,242455278,2.77440934007e+11,2822.4424,
2020-04-29,'000001,上证指数,2801.383,2822.4424,2800.7379,2831.7642,0.4419,202061807,2.22720221728e+11,2810.0243,
2020-04-28,'000001,上证指数,2819.9914,2810.0243,2758.2459,2821.745,-0.1943,253872745,2.70534752615e+11,2815.4947,
2020-04-27,'000001,上证指数,2812.2422,2815.4947,2802.9579,2832.6662,0.248,210130981,2.25293706288e+11,2808.5293,
2020-04-24,'000001,上证指数,2834.9387,2808.5293,2802.4989,2834.9387,-1.0558,235185076,2.44122291477e+11,2838.4994,
2020-04-23,'000001,上证指数,2850.5104,2838.4994,2835.8961,2853.6357,-0.1927,248779037,2.62662040532e+11,2843.9804,
2020-04-22,'000001,上证指数,2814.0661,2843.9804,2808.4819,2843.9804,0.6002,217320000,2.3279677775e+11,2827.0133,
2020-04-21,'000001,上证指数,2842.2372,2827.0133,2808.0214,2842.2372,-0.8953,233235870,2.48688585736e+11,2852.5528,
2020-04-20,'000001,上证指数,2840.4085,2852.5528,2833.2615,2852.99,0.4953,211847078,2.33759313193e+11,2838.4945,
2020-04-17,'000001,上证指数,2835.5581,2838.4945,2830.0217,2854.9599,0.6582,245736750,2.8002522914e+11,2819.935,
2020-04-16,'000001,上证指数,2798.4295,2819.935,2796.8388,2823.3382,0.3116,203003773,2.22432600866e+11,2811.1741,
2020-04-15,'000001,上证指数,2826.6618,2811.1741,2808.7039,2829.7503,-0.5698,205621146,2.31631632235e+11,2827.283,
2020-04-14,'000001,上证指数,2794.801,2827.283,2789.4279,2827.2981,1.5895,202696569,2.23605697289e+11,2783.0476,
2020-04-13,'000001,上证指数,2784.5979,2783.0476,2774.0808,2792.8906,-0.4857,177124554,1.8412028414e+11,2796.6312,
2020-04-10,'000001,上证指数,2827.1873,2796.6312,2789.9756,2833.0148,-1.0359,233454768,2.46376307237e+11,2825.9036,
2020-04-09,'000001,上证指数,2825.8393,2825.9036,2820.4326,2832.395,0.3742,238184843,2.47392988029e+11,2815.3686,
2020-04-08,'000001,上证指数,2805.9166,2815.3686,2800.2963,2823.2139,-0.1913,243515305,2.53159668052e+11,2820.7634,
2020-04-07,'000001,上证指数,2806.9676,2820.7634,2801.8386,2823.2767,2.0541,270198186,2.86627794328e+11,2763.9874,
2020-04-03,'000001,上证指数,2773.5764,2763.9874,2754.0731,2780.5868,-0.5988,200837404,2.14062212038e+11,2780.6379,
2020-04-02,'000001,上证指数,2720.2284,2780.6379,2719.9043,2780.6379,1.6865,217864600,2.33111575711e+11,2734.5215,
2020-04-01,'000001,上证指数,2743.5409,2734.5215,2731.0794,2773.3641,-0.5736,217253427,2.25624646572e+11,2750.2962,
2020-03-31,'000001,上证指数,2767.3072,2750.2962,2743.1154,2771.1683,0.1122,218598674,2.24271061569e+11,2747.2138,
2020-03-30,'000001,上证指数,2739.7191,2747.2138,2723.0543,2759.0989,-0.9014,239706604,2.50687144233e+11,2772.2033,
2020-03-27,'000001,上证指数,2792.9843,2772.2033,2771.7563,2805.5479,0.2637,240764066,2.53630725892e+11,2764.9109,
2020-03-26,'000001,上证指数,2761.8961,2764.9109,2753.4282,2788.5038,-0.5997,234084022,2.48279785001e+11,2781.5913,
2020-03-25,'000001,上证指数,2775.3032,2781.5913,2757.8016,2788.6354,2.1728,273144466,2.93191204399e+11,2722.4381,
2020-03-24,'000001,上证指数,2703.0193,2722.4381,2667.1333,2723.4066,2.3409,257021930,2.78999306643e+11,2660.1674,
2020-03-23,'000001,上证指数,2677.591,2660.1674,2656.5008,2703.3295,-3.1123,249820250,2.68423241974e+11,2745.6182,
2020-03-20,'000001,上证指数,2727.0186,2745.6182,2702.4933,2751.8964,1.6094,252019507,2.81583369664e+11,2702.1296,
2020-03-19,'000001,上证指数,2719.4063,2702.1296,2646.8048,2736.82,-0.9758,302302747,3.3051800849e+11,2728.7563,
2020-03-18,'000001,上证指数,2792.3221,2728.7563,2728.7563,2815.8737,-1.8306,291159852,3.18611391559e+11,2779.6407,
2020-03-17,'000001,上证指数,2796.284,2779.6407,2715.2213,2826.9068,-0.3446,306149677,3.23012822799e+11,2789.2537,
2020-03-16,'000001,上证指数,2897.3009,2789.2537,2784.6616,2898.0349,-3.4,351878665,3.75627000794e+11,2887.4265,
2020-03-13,'000001,上证指数,2804.2322,2887.4265,2799.9841,2910.8812,-1.2334,366450436,3.93019665228e+11,2923.4856,
2020-03-12,'000001,上证指数,2936.0163,2923.4856,2906.2838,2944.4651,-1.517,307778457,3.28209202378e+11,2968.5174,
2020-03-11,'000001,上证指数,3001.7616,2968.5174,2968.5174,3010.0286,-0.9425,352470970,3.78766618968e+11,2996.7618,
2020-03-10,'000001,上证指数,2918.9347,2996.7618,2904.7989,3000.2963,1.8167,393296648,4.25017184791e+11,2943.2907,
2020-03-09,'000001,上证指数,2987.1805,2943.2907,2940.7138,2989.2051,-3.0061,414560736,4.3814385461e+11,3034.5113,
2020-03-06,'000001,上证指数,3039.9395,3034.5113,3029.4632,3052.4439,-1.21,362061533,3.77388542662e+11,3071.6771,
2020-03-05,'000001,上证指数,3036.1545,3071.6771,3022.9262,3074.2571,1.9926,445425806,4.82770471394e+11,3011.6657,
2020-03-04,'000001,上证指数,2981.806,3011.6657,2974.3583,3012.0035,0.6271,353338278,3.89893917455e+11,2992.8968,
2020-03-03,'000001,上证指数,3006.8888,2992.8968,2976.623,3026.842,0.7394,410108047,4.47053681544e+11,2970.9312,
2020-03-02,'000001,上证指数,2899.31,2970.9312,2899.31,2982.5068,3.1465,367333369,3.9724420118e+11,2880.3038,
2020-02-28,'000001,上证指数,2924.6407,2880.3038,2878.5443,2948.1261,-3.7116,401216914,4.32657775045e+11,2991.3288,
2020-02-27,'000001,上证指数,2992.4919,2991.3288,2980.4774,3009.4575,0.1138,350523658,3.95955641514e+11,2987.9287,
2020-02-26,'000001,上证指数,2978.4195,2987.9287,2974.9423,3028.7788,-0.8338,469049552,4.95341447274e+11,3013.0501,
2020-02-25,'000001,上证指数,2982.0696,3013.0501,2943.7168,3016.9458,-0.5999,441622762,5.13128644551e+11,3031.2333,
2020-02-24,'000001,上证指数,3027.8925,3031.2333,3007.3557,3042.1821,-0.2775,370430044,4.51601363084e+11,3039.6692,
2020-02-21,'000001,上证指数,3022.2455,3039.6692,3020.141,3058.898,0.314,364557276,4.45062076684e+11,3030.1542,
2020-02-20,'000001,上证指数,2981.8802,3030.1542,2968.4451,3031.3706,1.8402,345732881,4.13761364103e+11,2975.4019,
2020-02-19,'000001,上证指数,2979.5223,2975.4019,2971.8219,2998.2718,-0.3206,315141151,3.8133116042e+11,2984.9716,
2020-02-18,'000001,上证指数,2981.4097,2984.9716,2960.7751,2990.6003,0.0452,311665913,3.74998562648e+11,2983.6224,
2020-02-17,'000001,上证指数,2924.9913,2983.6224,2924.9913,2983.6371,2.2837,313198007,3.67014340129e+11,2917.0077,
2020-02-14,'000001,上证指数,2899.8659,2917.0077,2899.5739,2926.9427,0.3763,250650627,3.08080368726e+11,2906.0735,
2020-02-13,'000001,上证指数,2927.1443,2906.0735,2901.2425,2935.406,-0.7115,274804844,3.34526327364e+11,2926.8991,
2020-02-12,'000001,上证指数,2895.5561,2926.8991,2892.424,2926.8991,0.8693,248733429,2.97534420493e+11,2901.6744,
2020-02-11,'000001,上证指数,2894.5414,2901.6744,2882.2428,2913.8159,0.387,269168335,3.02956847206e+11,2890.4878,
2020-02-10,'000001,上证指数,2860.499,2890.4878,2851.0503,2891.8479,0.505,294929784,3.41520398251e+11,2875.9636,
2020-02-07,'000001,上证指数,2858.9324,2875.9636,2838.7702,2875.9636,0.3298,309479642,3.62384162464e+11,2866.5097,
2020-02-06,'000001,上证指数,2826.8851,2866.5097,2807.609,2876.5878,1.7183,316392142,3.58582589711e+11,2818.0878,
2020-02-05,'000001,上证指数,2792.3713,2818.0878,2778.8641,2842.7426,1.2503,309761823,3.49184114813e+11,2783.2875,
2020-02-04,'000001,上证指数,2685.2693,2783.2875,2685.2693,2786.1642,1.3355,364046200,3.74068466756e+11,2746.6056,
2020-02-03,'000001,上证指数,2716.6978,2746.6056,2716.6978,2766.5773,-7.7245,215912103,2.57019597412e+11,2976.5281,
2020-01-23,'000001,上证指数,3037.9524,2976.5281,2955.346,3045.0406,-2.7518,272763234,3.27490360408e+11,3060.7545,
2020-01-22,'000001,上证指数,3038.4868,3060.7545,3006.2677,3069.2527,0.2822,223852865,2.78456923975e+11,3052.1419,
2020-01-21,'000001,上证指数,3085.7895,3052.1419,3051.2301,3085.7895,-1.4098,234830739,2.8626809821e+11,3095.7873,
2020-01-20,'000001,上证指数,3082.1134,3095.7873,3070.4801,3096.3105,0.6598,210493341,2.71122455433e+11,3075.4955,
2020-01-17,'000001,上证指数,3081.4641,3075.4955,3067.2525,3091.9516,0.046,190304299,2.42273045255e+11,3074.0814,
2020-01-16,'000001,上证指数,3095.7342,3074.0814,3070.884,3096.3717,-0.5164,203375475,2.36843360101e+11,3090.0379,
2020-01-15,'000001,上证指数,3103.1749,3090.0379,3082.0425,3107.9426,-0.5402,202313023,2.32913446656e+11,3106.8204,
2020-01-14,'000001,上证指数,3120.6669,3106.8204,3105.6049,3127.1692,-0.2808,229973769,2.71542441387e+11,3115.5696,
2020-01-13,'000001,上证指数,3091.493,3115.5696,3075.3837,3115.5696,0.7528,210621004,2.58524058005e+11,3092.2907,
2020-01-10,'000001,上证指数,3102.2938,3092.2907,3081.3961,3105.2248,-0.0837,210442462,2.41555668061e+11,3094.8819,
2020-01-09,'000001,上证指数,3082.6398,3094.8819,3080.1313,3097.3291,0.9126,243435649,2.71716020902e+11,3066.8925,
2020-01-08,'000001,上证指数,3094.2389,3066.8925,3059.1313,3094.2389,-1.221,297872553,3.06517394459e+11,3104.8015,
2020-01-07,'000001,上证指数,3085.4882,3104.8015,3084.329,3105.4507,0.6938,276583111,2.88159227657e+11,3083.4083,
2020-01-06,'000001,上证指数,3070.9088,3083.4083,3065.3088,3107.2032,-0.0122,312575842,3.31182549906e+11,3083.7858,
2020-01-03,'000001,上证指数,3089.022,3083.7858,3074.5178,3093.8192,-0.0458,261496667,2.89991708382e+11,3085.1976,
2020-01-02,'000001,上证指数,3066.3357,3085.1976,3066.3357,3098.1001,1.1499,292470208,3.27197122606e+11,3050.124,
2019-12-31,'000001,上证指数,3036.3858,3050.124,3030.5122,3051.677,0.3322,217429022,2.2676399135e+11,3040.0239,
2019-12-30,'000001,上证指数,2998.1689,3040.0239,2983.3436,3041.3969,1.1643,248066530,2.67382994368e+11,3005.0355,
2019-12-27,'000001,上证指数,3006.8517,3005.0355,3003.6309,3036.1127,-0.0771,247102779,2.58118739395e+11,3007.3546,
2019-12-26,'000001,上证指数,2981.2485,3007.3546,2980.3966,3007.3546,0.8543,182440426,1.95586079127e+11,2981.8805,
2019-12-25,'000001,上证指数,2980.4276,2981.8805,2970.6572,2988.2924,-0.0268,175654028,1.89608562668e+11,2982.6806,
2019-12-24,'000001,上证指数,2965.8258,2982.6806,2960.6839,2983.8194,0.6727,163030250,1.67366667288e+11,2962.7513,
2019-12-23,'000001,上证指数,2999.0357,2962.7513,2960.435,3009.338,-1.4039,205716617,2.18484273073e+11,3004.9376,
2019-12-20,'000001,上证指数,3019.6395,3004.9376,3002.2601,3027.4835,-0.402,215075755,2.23305036014e+11,3017.0658,
2019-12-19,'000001,上证指数,3017.153,3017.0658,3007.992,3021.4176,0.0007,208624264,2.20688292362e+11,3017.0444,
2019-12-18,'000001,上证指数,3021.4657,3017.0444,3011.7207,3033.2337,-0.1779,244089691,2.59173631752e+11,3022.4219,
2019-12-17,'000001,上证指数,2985.2619,3022.4219,2982.4956,3039.3834,1.2743,293032254,3.02090897471e+11,2984.3925,
2019-12-16,'000001,上证指数,2970.9694,2984.3925,2958.7064,2984.6414,0.5633,211862119,2.37666763217e+11,2967.6764,
2019-12-13,'000001,上证指数,2937.7763,2967.6764,2935.849,2969.9809,1.7827,211978585,2.34036541443e+11,2915.6983,
2019-12-12,'000001,上证指数,2926.3416,2915.6983,2913.4755,2926.3416,-0.2981,151760804,1.66044163439e+11,2924.4173,
2019-12-11,'000001,上证指数,2922.602,2924.4173,2915.0008,2928.2564,0.2434,165541087,1.75716091739e+11,2917.3157,
2019-12-10,'000001,上证指数,2908.9439,2917.3157,2902.7896,2919.2011,0.0974,170123998,1.80617291474e+11,2914.4775,
2019-12-09,'000001,上证指数,2914.4576,2914.4775,2905.2503,2919.5888,0.0846,160796527,1.74546478214e+11,2912.0136,
2019-12-06,'000001,上证指数,2902.278,2912.0136,2894.7513,2912.0136,0.4327,134128878,1.49507333321e+11,2899.4685,
2019-12-05,'000001,上证指数,2886.5164,2899.4685,2885.0798,2902.002,0.7419,143163096,1.59736592279e+11,2878.1157,
2019-12-04,'000001,上证指数,2876.9079,2878.1157,2869.4219,2882.4981,-0.2282,125543653,1.35879221486e+11,2884.6988,
2019-12-03,'000001,上证指数,2869.8822,2884.6988,2857.3204,2884.8559,0.3092,123778742,1.35278611915e+11,2875.8072,
2019-12-02,'000001,上证指数,2874.4484,2875.8072,2870.2424,2888.8897,0.1332,128755806,1.39351761452e+11,2871.9813,
2019-11-29,'000001,上证指数,2885.9744,2871.9813,2858.5808,2892.3882,-0.6129,122612968,1.40371316362e+11,2889.6934,
2019-11-28,'000001,上证指数,2902.3644,2889.6934,2883.4339,2909.8398,-0.465,119522468,1.22616545191e+11,2903.1947,
2019-11-27,'000001,上证指数,2905.3959,2903.1947,2893.4175,2914.4865,-0.133,133862205,1.37449697226e+11,2907.0602,
2019-11-26,'000001,上证指数,2912.5209,2907.0602,2897.9276,2915.0411,0.0307,170004663,1.65496766152e+11,2906.1688,
2019-11-25,'000001,上证指数,2885.6133,2906.1688,2880.6542,2906.6091,0.7237,178587429,1.74234583322e+11,2885.2884,
2019-11-22,'000001,上证指数,2906.2433,2885.2884,2873.99,2925.0178,-0.6319,158623365,1.80593829183e+11,2903.6379,
2019-11-21,'000001,上证指数,2902.5529,2903.6379,2891.5314,2910.3608,-0.2547,123458607,1.39851207904e+11,2911.0534,
2019-11-20,'000001,上证指数,2928.1068,2911.0534,2907.4229,2930.4929,-0.7818,137357530,1.58543195636e+11,2933.9908,
2019-11-19,'000001,上证指数,2904.2783,2933.9908,2902.855,2933.9908,0.8521,135417604,1.55770741258e+11,2909.2002,
2019-11-18,'000001,上证指数,2889.5495,2909.2002,2884.0883,2911.3784,0.6176,124433177,1.44677413724e+11,2891.3431,
2019-11-15,'000001,上证指数,2911.35,2891.3431,2891.2043,2917.8293,-0.6367,135519463,1.52576392736e+11,2909.8697,
2019-11-14,'000001,上证指数,2907.7358,2909.8697,2899.6186,2917.374,0.1593,129145448,1.51576183392e+11,2905.2409,
2019-11-13,'000001,上证指数,2913.0197,2905.2409,2893.9712,2913.8612,-0.3287,129765841,1.4694363668e+11,2914.8232,
2019-11-12,'000001,上证指数,2912.9956,2914.8232,2891.5105,2918.303,0.1666,129729154,1.39060726168e+11,2909.9746,
2019-11-11,'000001,上证指数,2949.9619,2909.9746,2906.769,2949.9619,-1.8288,157916105,1.66285140292e+11,2964.1849,
2019-11-08,'000001,上证指数,2993.9773,2964.1849,2962.8447,2998.7594,-0.4878,149742107,1.7386722716e+11,2978.7144,
2019-11-07,'000001,上证指数,2978.1531,2978.7144,2969.1201,2988.955,0.004,136952678,1.5583487773e+11,2978.5955,
2019-11-06,'000001,上证指数,2992.0399,2978.5955,2969.7242,2995.5629,-0.4334,165263547,1.83985236208e+11,2991.5622,
2019-11-05,'000001,上证指数,2977.7048,2991.5622,2968.0324,3008.3144,0.5401,179891593,2.03691630168e+11,2975.4919,
2019-11-04,'000001,上证指数,2964.576,2975.4919,2964.576,2983.0581,0.5846,167248364,1.88710094728e+11,2958.1992,
2019-11-01,'000001,上证指数,2924.3402,2958.1992,2917.1455,2959.833,0.995,159907373,1.75630839105e+11,2929.0561,
2019-10-31,'000001,上证指数,2944.8427,2929.0561,2923.5167,2946.7523,-0.3492,161571483,1.81801937404e+11,2939.3209,
2019-10-30,'000001,上证指数,2949.4631,2939.3209,2934.8279,2953.2986,-0.5029,158798110,1.81529501312e+11,2954.176,
2019-10-29,'000001,上证指数,2979.0365,2954.176,2954.176,2979.0365,-0.8682,166110058,1.95288081599e+11,2980.0498,
2019-10-28,'000001,上证指数,2958.686,2980.0498,2956.9607,2980.128,0.85,173731481,1.98817012245e+11,2954.9327,
2019-10-25,'000001,上证指数,2940.4741,2954.9327,2920.5195,2958.2409,0.4764,136860706,1.60224090644e+11,2940.9215,
2019-10-24,'000001,上证指数,2944.0067,2940.9215,2927.0612,2953.0441,-0.0237,126540290,1.4166723298e+11,2941.6188,
2019-10-23,'000001,上证指数,2952.9693,2941.6188,2934.6274,2957.2995,-0.4319,123812881,1.39653650476e+11,2954.3799,
2019-10-22,'000001,上证指数,2945.6001,2954.3799,2934.3873,2954.6415,0.5022,117482048,1.30381741175e+11,2939.6179,
2019-10-21,'000001,上证指数,2933.8969,2939.6179,2917.6884,2940.3246,0.0503,132475107,1.4568588122e+11,2938.1413,
2019-10-18,'000001,上证指数,2982.3417,2938.1413,2933.2424,2987.2035,-1.3164,149990678,1.62018272294e+11,2977.3342,
2019-10-17,'000001,上证指数,2979.9929,2977.3342,2969.568,2986.7191,-0.0463,122527614,1.36051252104e+11,2978.7124,
2019-10-16,'000001,上证指数,2992.6103,2978.7124,2975.9233,3010.4241,-0.4123,149885496,1.66791549362e+11,2991.0459,
2019-10-15,'000001,上证指数,3005.6646,2991.0459,2986.3033,3005.6646,-0.5598,155376904,1.69531932488e+11,3007.8834,
2019-10-14,'000001,上证指数,2993.9617,3007.8834,2989.8125,3026.3834,1.151,208614802,2.21201755725e+11,2973.6558,
2019-10-11,'000001,上证指数,2954.8189,2973.6558,2943.0137,2980.7875,0.8802,161203746,1.8274739314e+11,2947.7106,
2019-10-10,'000001,上证指数,2923.7069,2947.7106,2918.2284,2949.2404,0.7814,134239752,1.57159976838e+11,2924.8566,
2019-10-09,'000001,上证指数,2902.0751,2924.8566,2891.5394,2924.8566,0.3874,130424144,1.50940230849e+11,2913.5704,
2019-10-08,'000001,上证指数,2905.7559,2913.5704,2905.7559,2933.0163,0.2885,125535812,1.51980792049e+11,2905.1892,
2019-09-30,'000001,上证指数,2927.9165,2905.1892,2905.1892,2936.482,-0.9201,116646811,1.4259170247e+11,2932.167,
2019-09-27,'000001,上证指数,2929.486,2932.167,2920.93,2939.0789,0.1051,132905777,1.53311002448e+11,2929.0875,
2019-09-26,'000001,上证指数,2964.4776,2929.0875,2928.2589,2970.0354,-0.8914,188932541,2.16277562941e+11,2955.4325,
2019-09-25,'000001,上证指数,2977.6676,2955.4325,2955.4325,2977.6676,-1.0018,168543135,2.0378275419e+11,2985.3406,
2019-09-24,'000001,上证指数,2979.4752,2985.3406,2973.7601,3002.8967,0.2776,163902761,2.06245805622e+11,2977.0767,
2019-09-23,'000001,上证指数,2998.3995,2977.0767,2960.827,2998.3995,-0.9769,168139450,1.99130548849e+11,3006.4467,
2019-09-20,'000001,上证指数,3004.8142,3006.4467,2996.1929,3011.34,0.239,182145302,2.18390586898e+11,2999.2789,
2019-09-19,'000001,上证指数,2992.9222,2999.2789,2975.3978,2999.2789,0.4562,162690615,1.93206549458e+11,2985.6586,
2019-09-18,'000001,上证指数,2984.0837,2985.6586,2982.4003,2996.4022,0.2532,168046699,1.99953631554e+11,2978.1178,
2019-09-17,'000001,上证指数,3023.7109,2978.1178,2970.5704,3023.7109,-1.7367,223338061,2.37738935884e+11,3030.7544,
2019-09-16,'000001,上证指数,3041.922,3030.7544,3020.0495,3042.9284,-0.0159,221878959,2.3744226543e+11,3031.2351,
2019-09-12,'000001,上证指数,3016.6267,3031.2351,3005.1948,3033.473,0.7453,196968701,2.24576025296e+11,3008.8118,
2019-09-11,'000001,上证指数,3029.9334,3008.8118,3004.2152,3030.557,-0.4101,229837362,2.63389555031e+11,3021.2024,
2019-09-10,'000001,上证指数,3027.4103,3021.2024,3005.3825,3027.4103,-0.1169,240012947,2.75321751634e+11,3024.7388,
2019-09-09,'000001,上证指数,3023.778,3024.7388,3005.6949,3026.2398,0.838,243377752,2.8623653212e+11,2999.6013,
2019-09-06,'000001,上证指数,2996.6216,2999.6013,2981.5983,2999.9434,0.4601,216826035,2.5831874486e+11,2985.8648,
2019-09-05,'000001,上证指数,2972.6619,2985.8648,2972.6619,3015.8443,0.9621,305438706,3.40200666588e+11,2957.4116,
2019-09-04,'000001,上证指数,2927.747,2957.4116,2925.8825,2957.4116,0.9303,225495907,2.51212694015e+11,2930.1538,
2019-09-03,'000001,上证指数,2925.9422,2930.1538,2915.1974,2930.1538,0.2068,189001216,2.25070157348e+11,2924.1063,
2019-09-02,'000001,上证指数,2886.9418,2924.1063,2883.6823,2928.4793,1.3121,202786807,2.26043693268e+11,2886.2365,
2019-08-30,'000001,上证指数,2907.3825,2886.2365,2874.1028,2914.5767,-0.162,193959951,2.24751169931e+11,2890.9192,
2019-08-29,'000001,上证指数,2895.9991,2890.9192,2878.5878,2898.6046,-0.098,178613082,1.96332770521e+11,2893.7564,
2019-08-28,'000001,上证指数,2901.6267,2893.7564,2887.0115,2905.4354,-0.2907,183097903,2.01805050637e+11,2902.1932,
2019-08-27,'000001,上证指数,2879.5154,2902.1932,2879.406,2919.6444,1.3489,208141794,2.30999692857e+11,2863.5673,
2019-08-26,'000001,上证指数,2851.0158,2863.5673,2849.2381,2870.4939,-1.1686,169895363,1.91036667851e+11,2897.4253,
2019-08-23,'000001,上证指数,2885.151,2897.4253,2878.7443,2902.4563,0.4852,159156826,1.92567132743e+11,2883.4358,
2019-08-22,'000001,上证指数,2887.6649,2883.4358,2867.5522,2888.4969,0.1078,149206215,1.69662167205e+11,2880.3307,
2019-08-21,'000001,上证指数,2875.4708,2880.3307,2872.5573,2885.5861,0.0114,159019665,1.8318727517e+11,2880.0012,
2019-08-20,'000001,上证指数,2879.0816,2880.0012,2874.9988,2892.0796,-0.1073,189677206,2.09774344403e+11,2883.096,
2019-08-19,'000001,上证指数,2835.5181,2883.096,2829.8542,2883.096,2.099,214546668,2.47092216349e+11,2823.8238,
2019-08-16,'000001,上证指数,2817.5708,2823.8238,2811.8016,2840.3164,0.285,148582344,1.86139370282e+11,2815.7976,
2019-08-15,'000001,上证指数,2762.339,2815.7976,2756.8341,2815.8964,0.245,152772152,1.73670539178e+11,2808.9146,
2019-08-14,'000001,上证指数,2824.4864,2808.9146,2807.719,2829.8906,0.4167,144014641,1.7394488328e+11,2797.2596,
2019-08-13,'000001,上证指数,2798.0512,2797.2596,2790.608,2802.0415,-0.63,130916505,1.53957510634e+11,2814.9944,
2019-08-12,'000001,上证指数,2781.9816,2814.9944,2776.6197,2814.9944,1.4503,131563433,1.62523259781e+11,2774.7532,
2019-08-09,'000001,上证指数,2805.5856,2774.7532,2770.4777,2808.3289,-0.7085,148240293,1.71140338786e+11,2794.5523,
2019-08-08,'000001,上证指数,2784.1835,2794.5523,2782.2447,2799.6859,0.9345,149539564,1.78156148351e+11,2768.6795,
2019-08-07,'000001,上证指数,2789.0187,2768.6795,2768.6795,2792.6934,-0.3196,157716752,1.76475728419e+11,2777.5559,
2019-08-06,'000001,上证指数,2776.9889,2777.5559,2733.9242,2787.4185,-1.5573,231123727,2.55209231213e+11,2821.4957,
2019-08-05,'000001,上证指数,2854.578,2821.4957,2821.4957,2863.6891,-1.6159,167419423,1.96891483092e+11,2867.8376,
2019-08-02,'000001,上证指数,2861.3323,2867.8376,2851.4402,2872.473,-1.4071,184888443,2.16327400623e+11,2908.766,
2019-08-01,'000001,上证指数,2920.8506,2908.766,2901.7503,2927.3421,-0.8095,142389813,1.71115635675e+11,2932.5058,
2019-07-31,'000001,上证指数,2944.3977,2932.5058,2926.4853,2944.3977,-0.6718,141052348,1.64607873474e+11,2952.3383,
2019-07-30,'000001,上证指数,2946.2566,2952.3383,2946.2566,2965.632,0.3853,148316462,1.70866349933e+11,2941.007,
2019-07-29,'000001,上证指数,2943.918,2941.007,2932.9773,2948.4665,-0.12,127991846,1.47439134515e+11,2944.541,
2019-07-26,'000001,上证指数,2928.0614,2944.541,2924.4513,2948.3261,0.2445,139343388,1.58774666103e+11,2937.3601,
2019-07-25,'000001,上证指数,2923.1886,2937.3601,2916.1498,2937.3601,0.4817,145684385,1.75356381731e+11,2923.2775,
2019-07-24,'000001,上证指数,2907.9275,2923.2775,2907.7865,2936.4522,0.8046,155245762,1.78858104012e+11,2899.9446,
2019-07-23,'000001,上证指数,2886.9044,2899.9446,2883.0457,2901.3591,0.4493,129310508,1.48077349286e+11,2886.974,
